locality,bhk,area_sqft,age_years,floor,total_floors,parking_spaces,gym,swimming_pool,security,garden,elevator,furnishing,metro_distance_km,it_distance_km,price_lakhs
Aundh,1,590,20,5,6,0,0,1,1,1,1,Unfurnished,1.3,4,77.92
Hadapsar,1,626,17,2,12,1,0,0,1,0,1,Unfurnished,2.9,14.4,41.03
Warje,3,1367,16,11,12,1,1,1,1,0,1,Unfurnished,8.6,4.9,132.4
Pimpri,3,1171,1,6,14,0,0,0,1,0,1,Unfurnished,0.5,9.3,95.76
Pimpri,1,623,18,6,13,1,0,1,0,1,1,Semi-Furnished,7.9,2.2,33.82
Viman Nagar,2,912,14,16,20,1,0,0,0,0,1,Unfurnished,3.3,1.9,133.12
Bavdhan,4,1576,21,1,3,1,1,0,1,0,1,Fully-Furnished,2.4,5.6,196.41
Pisoli,1,653,22,13,16,1,1,0,0,1,1,Semi-Furnished,1.6,6.4,26.05
Baner,1,648,15,8,18,0,1,1,0,1,1,Semi-Furnished,0.9,3.8,78.34
Koregaon Park,2,1123,10,18,19,1,1,0,1,1,1,Unfurnished,1.4,11.7,249.91
Pisoli,3,1377,22,4,12,0,0,1,1,0,1,Fully-Furnished,3.4,1.5,69.75
Pisoli,2,1230,5,2,10,0,0,0,1,0,1,Unfurnished,3.7,5.9,59.82
Warje,2,878,9,10,17,1,1,0,1,1,1,Unfurnished,0.8,7.3,85.65
Chinchwad,2,1280,24,16,16,1,1,0,1,1,1,Unfurnished,1.4,3,88.33
Warje,3,1618,13,3,4,1,0,0,1,1,1,Unfurnished,7.3,4.7,162.12
Warje,4,1679,18,6,16,2,1,0,1,1,1,Unfurnished,6.8,1.1,184.59
Warje,1,598,6,3,4,1,1,0,1,0,0,Semi-Furnished,1.8,13.9,63.85
Viman Nagar,2,1010,7,3,5,1,1,1,1,1,1,Unfurnished,2.9,2.2,174.05
Warje,2,1284,9,14,16,0,1,1,1,1,1,Unfurnished,4.4,1,136.38
Aundh,2,884,8,3,5,1,0,1,1,1,1,Unfurnished,0.6,1.7,161.07
Pimpri,2,1109,14,4,12,1,0,0,0,1,1,Fully-Furnished,1.4,1.1,85.32
Wagholi,1,584,7,3,4,1,0,1,1,0,1,Fully-Furnished,1.3,4.6,38.53
Kondhwa,2,1022,8,2,6,0,1,1,1,0,1,Unfurnished,1.8,3.4,95.14
Kharadi,1,758,15,4,4,1,1,0,0,1,1,Unfurnished,2.3,10.7,74.81
Pisoli,1,584,24,1,7,0,0,0,1,0,1,Fully-Furnished,3,1.5,21.98
Hinjewadi,3,1324,7,1,4,0,1,0,0,0,1,Semi-Furnished,1.2,11.5,124.36
Warje,3,1369,16,4,15,1,0,1,1,0,1,Fully-Furnished,3.3,6.9,136.55
Baner,3,1593,19,2,9,0,0,0,1,0,1,Unfurnished,3,3.9,187.13
Baner,1,594,17,12,20,0,0,1,0,0,1,Fully-Furnished,5.7,5.8,67.36
Hinjewadi,1,598,7,5,9,1,0,0,1,0,1,Unfurnished,0.9,1.1,68.94
Pashan,3,1617,13,13,19,1,1,0,1,1,1,Fully-Furnished,5.2,2.8,195.13
Hadapsar,3,857,4,7,11,1,1,0,1,0,1,Semi-Furnished,2.1,2.3,105.28
Undri,2,955,9,4,5,0,1,0,1,0,1,Unfurnished,0.7,2.1,86.96
Kothrud,3,1290,5,5,8,1,0,0,1,1,1,Fully-Furnished,1.8,1,209.1
Kharadi,1,829,4,5,19,1,0,0,0,0,1,Fully-Furnished,3.7,3.4,122.25
Viman Nagar,1,560,0,1,10,0,0,0,0,1,1,Semi-Furnished,0.7,4.1,85.76
Bavdhan,3,1597,11,2,3,1,0,0,1,1,1,Fully-Furnished,0.8,9.6,221.7
Kalyani Nagar,1,552,20,4,14,0,1,0,1,1,1,Semi-Furnished,1.6,3.6,77.2
Undri,1,601,0,5,9,1,1,0,0,0,1,Unfurnished,5.4,3.9,50.95
Pisoli,3,1640,25,1,3,1,0,0,1,0,1,Unfurnished,4.2,4.4,63.32
Bavdhan,3,1504,8,15,20,1,1,1,1,1,1,Semi-Furnished,3.1,2.2,223.42
Pimpri,2,1124,19,5,8,0,0,0,1,1,1,Unfurnished,0.6,25.2,52.04
Undri,2,1044,10,3,19,0,0,0,1,1,1,Unfurnished,2,4.4,83.91
Warje,3,1356,9,9,11,1,0,0,1,0,1,Semi-Furnished,2.8,1.3,184.16
Baner,3,1249,3,1,7,0,0,0,1,0,1,Semi-Furnished,0.9,3.6,209.44
Wagholi,2,1200,23,1,4,1,0,1,1,0,1,Unfurnished,1.1,1.4,60.8
Hinjewadi,2,909,18,6,11,0,0,1,1,0,1,Unfurnished,5.7,8.3,78.03
Hinjewadi,3,1061,12,4,11,0,1,0,1,0,1,Unfurnished,1.4,1.6,123.75
Warje,1,864,21,11,13,1,1,1,1,0,1,Unfurnished,1.8,4.2,75.36
Koregaon Park,3,1678,6,5,9,0,1,1,0,1,1,Semi-Furnished,7.4,1.9,414.41
Kondhwa,2,849,10,2,3,1,1,0,1,1,1,Semi-Furnished,3.4,7.5,73.86
Baner,2,976,10,8,9,1,1,1,1,1,1,Unfurnished,9.5,1.3,154.45
Mundhwa,3,1280,13,5,10,0,1,0,1,0,1,Unfurnished,7.2,4.8,120.53
Hinjewadi,1,697,2,6,15,1,0,1,0,0,1,Semi-Furnished,1,1.2,86.39
Kharadi,1,564,9,1,6,1,1,1,1,0,1,Semi-Furnished,0.9,4.2,69.46
Hadapsar,3,1319,22,4,15,1,1,1,0,0,1,Fully-Furnished,1.5,1.2,125.23
Chinchwad,3,1582,5,4,4,1,0,0,1,1,1,Unfurnished,12.7,6.1,140.67
Wakad,1,479,17,1,4,0,1,1,1,0,1,Unfurnished,8.1,8.1,42.03
Hinjewadi,1,692,5,3,5,1,1,1,0,0,1,Unfurnished,1.2,2.2,84.36
Bavdhan,2,844,17,13,18,0,0,1,0,0,1,Semi-Furnished,2.2,8.6,90.05
Kalyani Nagar,2,964,9,7,7,1,0,1,0,1,1,Fully-Furnished,5.2,10.1,250.58
Pashan,2,821,15,6,10,1,1,1,1,0,1,Fully-Furnished,1.5,2.9,106.69
Chinchwad,3,1331,3,5,16,0,1,0,0,1,1,Fully-Furnished,1.2,4,139.64
Kharadi,1,696,5,2,3,1,0,0,1,0,1,Unfurnished,0.8,13.8,85.57
Undri,3,1011,18,1,6,1,1,0,1,1,1,Semi-Furnished,4.7,2.5,89.51
Mundhwa,2,990,22,4,19,1,1,0,1,0,1,Unfurnished,6,4,73.82
Bavdhan,2,814,0,1,8,0,0,0,0,0,1,Semi-Furnished,3.9,8.4,98.08
Viman Nagar,3,1865,0,11,13,0,1,0,1,1,1,Semi-Furnished,2.3,12.2,349.59
Koregaon Park,3,1647,17,7,8,1,1,1,1,1,1,Unfurnished,5.3,3.6,395.61
Warje,2,926,13,8,8,1,1,1,0,1,1,Fully-Furnished,5.7,2.3,101.48
Viman Nagar,1,739,15,3,16,1,1,1,1,1,1,Semi-Furnished,1.8,6.1,103.71
Warje,1,556,14,2,6,1,0,1,0,0,1,Unfurnished,5.2,1.5,47.62
Kondhwa,3,1538,6,10,10,0,1,1,1,0,1,Fully-Furnished,1.8,19.1,153.82
Mundhwa,3,1215,2,16,19,1,1,1,1,0,1,Fully-Furnished,4.2,1.2,181.76
Undri,2,978,20,4,4,1,1,1,0,1,1,Semi-Furnished,10.2,6.9,75.87
Aundh,3,1314,19,4,7,1,1,0,1,1,1,Unfurnished,1.7,2.3,242.27
Pisoli,2,1417,17,9,10,1,0,0,1,0,1,Semi-Furnished,3.5,2.5,66.17
Hinjewadi,3,985,12,12,14,2,0,0,0,1,1,Semi-Furnished,2.3,5.2,118.14
Wakad,1,402,14,5,9,1,1,1,0,0,1,Semi-Furnished,4.5,6.8,40.41
Bavdhan,2,923,0,10,17,1,1,1,1,1,1,Unfurnished,3.3,5.4,141.92
Mundhwa,2,963,18,2,12,1,1,0,0,0,1,Semi-Furnished,1.6,1.8,69.56
Pashan,2,961,21,9,18,1,1,1,1,0,1,Fully-Furnished,3.9,6.4,96.64
Viman Nagar,3,1366,25,10,19,0,1,0,1,1,1,Unfurnished,3.1,19.7,155.37
Warje,3,1581,17,4,20,2,0,0,0,0,1,Unfurnished,0.8,2.1,161.1
Mundhwa,1,806,20,13,19,1,0,0,1,1,1,Unfurnished,5.6,23.2,44.58
Hinjewadi,4,1671,1,7,15,0,1,0,1,0,1,Semi-Furnished,5.3,5.6,227.66
Pimpri,2,996,3,1,10,1,1,0,1,1,1,Unfurnished,4.6,8.4,62.86
Chinchwad,3,1012,17,8,20,1,1,0,1,1,1,Semi-Furnished,11.4,6.4,77.33
Bavdhan,4,1402,7,1,3,2,1,0,0,0,0,Unfurnished,4.4,2.4,178.28
Warje,3,1423,12,5,6,1,1,0,1,1,1,Fully-Furnished,1.5,6,166.95
Warje,2,1050,17,10,11,0,1,0,1,1,1,Semi-Furnished,1.5,1,100.81
Pisoli,1,563,24,1,18,1,1,0,1,1,1,Unfurnished,5,5.7,19.68
Viman Nagar,2,988,22,1,6,0,1,0,1,0,1,Semi-Furnished,3.9,1.3,114.97
Kalyani Nagar,2,1066,8,7,13,1,1,1,1,0,1,Unfurnished,2.8,2.7,235.54
Hinjewadi,3,1473,4,3,6,2,1,0,1,0,1,Semi-Furnished,3.6,3.3,194.58
Kharadi,1,649,5,5,6,0,0,1,1,0,1,Semi-Furnished,1.7,2.5,83
Pimpri,2,1195,15,5,15,1,1,0,1,1,1,Unfurnished,0.8,15.3,73.56
Wakad,3,1290,7,8,20,1,1,0,0,0,1,Unfurnished,4.2,3.4,190.92
Wakad,1,735,19,1,4,1,0,1,1,1,0,Semi-Furnished,10.4,1.7,64.73
Undri,1,537,24,6,7,2,1,0,1,1,1,Semi-Furnished,1.9,3.3,31.28
Mundhwa,2,1020,10,9,13,1,0,1,0,1,1,Unfurnished,2.2,2.1,105.02
Hadapsar,1,651,3,11,19,1,1,0,0,1,1,Semi-Furnished,2.5,2.8,71.45
Kalyani Nagar,2,792,19,3,5,1,0,0,1,1,1,Unfurnished,1.3,7.6,143.66
Hinjewadi,2,885,16,2,12,1,1,0,1,1,1,Fully-Furnished,1.3,14.8,82.77
Pashan,1,400,9,1,9,1,1,0,1,0,1,Unfurnished,6.7,3.5,37.85
Baner,3,1180,2,4,9,1,1,1,0,1,1,Semi-Furnished,1.9,2.9,225.74
Kondhwa,2,823,5,3,20,1,0,0,0,0,1,Semi-Furnished,3.1,1.3,80.8
Kharadi,2,943,2,3,13,0,1,0,1,0,1,Unfurnished,8.8,3.4,103.21
Aundh,2,819,25,2,19,0,1,0,1,0,1,Unfurnished,0.9,1.3,106.63
Warje,2,873,23,15,18,1,1,0,1,1,1,Fully-Furnished,1.1,8.2,79.73
Aundh,1,604,12,5,7,1,0,0,1,0,1,Fully-Furnished,1.9,4.5,101.31
Kalyani Nagar,2,726,18,3,3,0,0,0,1,0,0,Fully-Furnished,1.5,7.6,141.07
Kharadi,1,576,2,20,20,1,1,1,0,0,1,Unfurnished,0.8,12.4,78.05
Mundhwa,3,1539,21,12,17,1,1,1,1,1,1,Unfurnished,1.8,1.7,126.04
Pisoli,2,1105,16,5,7,1,1,0,0,0,1,Semi-Furnished,1.2,4,69.12
Wagholi,2,1060,21,2,5,0,1,1,1,0,1,Unfurnished,0.8,5,59.06
Koregaon Park,3,1592,24,10,19,2,0,0,0,0,1,Fully-Furnished,3.5,1.8,364.5
Bavdhan,2,1150,5,13,19,2,0,0,1,0,1,Semi-Furnished,0.6,3.7,179.92
Hadapsar,3,1645,17,1,6,1,1,1,1,0,1,Fully-Furnished,1.2,5.5,144.57
Hadapsar,2,1160,0,2,8,1,1,0,0,1,1,Fully-Furnished,1.4,20.8,121.64
Pisoli,1,727,25,2,14,1,1,1,1,0,1,Semi-Furnished,0.8,2,30.33
Koregaon Park,3,1155,21,4,13,0,0,1,0,1,1,Semi-Furnished,3.3,7,254.28
Baner,1,524,17,7,7,1,1,0,1,0,1,Unfurnished,0.7,5.4,65.33
Kalyani Nagar,2,1254,22,11,19,1,1,1,1,0,1,Unfurnished,2.6,3.7,214.5
Hinjewadi,2,948,22,7,17,1,1,1,1,1,1,Unfurnished,1.7,19.7,73.07
Warje,1,563,14,2,5,1,1,0,1,0,1,Unfurnished,3.2,10.4,50.73
Mundhwa,1,566,0,9,13,1,1,1,1,0,1,Semi-Furnished,0.7,4.6,69.18
Chinchwad,2,1087,7,3,5,1,1,0,1,0,1,Unfurnished,3.4,6.2,99.5
Wakad,1,531,9,7,10,2,1,1,1,1,1,Semi-Furnished,4.2,2.2,81.61
Kharadi,2,923,5,20,20,1,1,0,0,1,1,Unfurnished,2.1,4.6,116.11
Warje,3,1050,8,4,5,0,1,1,1,1,1,Unfurnished,0.6,5.6,129.55
Viman Nagar,2,763,20,7,12,1,0,0,0,0,1,Semi-Furnished,6.6,7.9,85.59
Koregaon Park,1,598,6,2,3,0,1,0,1,1,0,Semi-Furnished,0.9,7,151.29
Pimpri,2,958,16,10,10,1,0,0,1,1,1,Semi-Furnished,0.7,9.7,59.31
Pimpri,3,1378,21,3,3,0,1,1,1,1,1,Unfurnished,4.6,5.8,98.65
Kothrud,1,570,22,6,10,1,1,0,1,0,1,Fully-Furnished,5.1,4.1,65.28
Koregaon Park,2,997,13,18,20,2,1,1,1,1,1,Semi-Furnished,2.4,8.7,275.27
Kalyani Nagar,1,622,6,17,19,2,1,0,1,1,1,Unfurnished,1.1,4.2,154.95
Kondhwa,1,814,7,7,9,0,1,0,1,0,1,Unfurnished,5.8,1.3,62.41
Koregaon Park,2,1024,3,4,14,1,1,0,0,1,1,Unfurnished,1.2,2.9,297.19
Kothrud,2,1038,5,3,4,0,1,1,1,0,0,Semi-Furnished,0.7,1.9,135.16
Pashan,2,957,0,5,11,0,0,1,1,1,1,Unfurnished,1.3,4,127.74
Pisoli,1,759,8,13,14,0,1,0,1,1,1,Unfurnished,2.3,8.8,38.75
Hinjewadi,1,512,8,15,20,0,1,0,0,0,1,Unfurnished,1,3.9,51.49
Pisoli,2,1220,5,6,8,0,1,0,0,0,1,Unfurnished,3.1,3.5,65.94
Viman Nagar,1,550,3,5,6,1,0,0,1,0,1,Semi-Furnished,3.1,3.8,88.08
Viman Nagar,1,471,0,5,7,1,1,0,1,0,1,Unfurnished,3.8,10.6,75.85
Mundhwa,2,991,25,7,10,1,1,0,1,0,1,Fully-Furnished,11.6,3,66.23
Pisoli,1,519,10,16,17,1,0,0,1,0,1,Semi-Furnished,3.3,1.5,28.47
Koregaon Park,1,668,14,8,9,0,1,0,1,0,1,Unfurnished,3.2,4,142.34
Wagholi,3,1553,18,4,4,1,1,0,0,0,1,Unfurnished,3.1,4.9,94.56
Bavdhan,3,1112,15,5,6,0,1,1,1,0,1,Unfurnished,0.5,2.4,134.88
Aundh,2,643,4,5,10,0,1,1,0,0,1,Semi-Furnished,2.3,20.7,111.32
Koregaon Park,1,535,5,5,9,1,0,1,1,1,1,Semi-Furnished,0.9,1.2,119.03
Chinchwad,3,1475,14,6,18,1,0,1,1,1,1,Unfurnished,4.8,1.8,142.4
Aundh,3,1086,15,3,16,1,1,0,1,1,1,Semi-Furnished,1.3,1.1,209.48
Pimpri,3,1321,22,10,14,1,0,0,0,1,1,Unfurnished,0.9,22.3,65.46
Wagholi,2,886,2,7,8,1,1,1,1,1,1,Semi-Furnished,1.2,5.4,71.6
Bavdhan,2,940,17,14,16,0,1,1,1,1,1,Unfurnished,3.6,3.7,100.88
Pashan,2,872,16,8,10,1,1,0,1,1,1,Semi-Furnished,3.7,3.7,90.79
Mundhwa,3,1511,4,4,5,1,0,0,1,1,1,Fully-Furnished,3,10.8,181.06
Viman Nagar,2,1039,23,7,7,0,0,0,1,1,1,Unfurnished,3.9,1.6,118.38
Kondhwa,1,545,7,14,19,1,1,0,1,0,1,Fully-Furnished,9.2,1.8,55.95
Viman Nagar,3,1146,15,7,7,0,1,0,1,0,1,Unfurnished,9.9,3,180.87
Wagholi,2,1125,7,12,12,1,1,0,0,0,1,Semi-Furnished,16.8,2.5,65.06
Wakad,2,1130,12,1,3,1,1,0,1,1,0,Unfurnished,1.5,1.1,106.31
Undri,1,528,14,19,20,1,1,1,1,1,1,Semi-Furnished,2.3,1.9,44.86
Chinchwad,2,1058,2,14,20,1,0,0,0,1,1,Fully-Furnished,0.8,6.3,120.52
Pisoli,2,1055,21,4,10,1,1,1,1,0,1,Fully-Furnished,0.5,2.4,56
Kondhwa,3,1587,10,5,5,1,0,0,1,1,1,Fully-Furnished,0.8,4.6,187.4
Hinjewadi,4,1637,6,11,11,0,0,0,1,0,1,Unfurnished,5.5,1.7,203.85
Warje,3,1543,19,5,11,1,1,1,1,0,1,Unfurnished,1.1,20.1,135.97
Kalyani Nagar,2,1002,8,1,3,1,1,0,1,1,1,Semi-Furnished,1.1,2.9,219.97
Mundhwa,3,1049,9,1,3,2,0,0,1,1,1,Semi-Furnished,1.5,18.9,99.23
Hinjewadi,2,1071,25,11,14,2,1,0,1,0,1,Semi-Furnished,0.5,5.5,90.35
Koregaon Park,2,964,5,5,6,2,1,0,1,1,1,Fully-Furnished,1.1,6.3,316.52
Kharadi,3,1599,10,10,14,0,1,1,0,0,1,Semi-Furnished,1.7,2.5,246.2
Kharadi,1,719,8,14,16,0,0,0,1,0,1,Unfurnished,2.3,3.8,79.58
Kharadi,1,575,4,3,16,1,0,1,1,1,1,Unfurnished,2.8,1.1,65.95
Undri,3,1692,13,4,13,2,1,1,1,0,1,Unfurnished,3.9,6,159.33
Kalyani Nagar,4,2159,9,3,8,2,1,0,1,0,1,Fully-Furnished,2.8,3,624.39
Wakad,2,1157,10,1,10,1,1,1,1,1,1,Unfurnished,3.1,6.6,140.73
Hinjewadi,2,1085,11,14,20,0,1,0,0,0,1,Unfurnished,2,4.6,117.68
Hinjewadi,3,1300,21,7,8,1,0,0,1,1,1,Fully-Furnished,2,1.5,156.63
Warje,4,1539,4,2,11,2,1,0,1,1,1,Semi-Furnished,2.1,6.7,258.14
Pimpri,3,1429,9,15,18,1,1,0,1,0,1,Unfurnished,4.9,9.8,103.18
Wakad,3,1562,9,19,19,1,0,0,1,1,1,Fully-Furnished,2.5,4.9,271.36
Kalyani Nagar,2,743,13,9,15,0,0,0,1,0,1,Unfurnished,2,3.5,131.52
Kothrud,1,500,8,1,8,2,1,0,1,1,1,Semi-Furnished,6.4,1.4,57.54
Wakad,3,1209,19,7,18,1,0,0,1,1,1,Semi-Furnished,1.8,1.3,158.16
Chinchwad,1,689,21,9,12,1,1,0,0,1,1,Semi-Furnished,7,2.3,42.48
Bavdhan,2,709,12,5,15,1,0,1,1,1,1,Unfurnished,6.7,8.2,61.14
Kharadi,3,1813,11,4,12,1,0,1,0,1,1,Unfurnished,6.1,1,234.35
Warje,1,682,19,14,19,0,1,0,0,1,1,Fully-Furnished,4.5,4.9,58.57
Warje,1,400,1,3,9,0,1,0,1,1,1,Semi-Furnished,2.7,6.3,45.95
Kalyani Nagar,1,765,25,1,11,2,0,1,1,0,1,Unfurnished,6.4,1.8,94.31
Undri,3,956,18,14,17,0,1,1,1,1,1,Unfurnished,4,2.4,76.16
Kothrud,3,1574,19,3,4,0,1,1,1,1,1,Unfurnished,2.1,13.1,184.19
Koregaon Park,2,1180,2,8,9,1,0,0,0,0,1,Unfurnished,0.6,5.6,316.82
Kondhwa,3,1537,14,1,19,1,1,0,0,0,1,Unfurnished,1.5,6.8,112.01
Bavdhan,1,490,0,17,20,0,1,1,0,1,1,Semi-Furnished,0.6,3.6,72.5
Pisoli,2,1134,12,8,11,1,0,0,1,0,1,Semi-Furnished,5.3,4.1,57.57
Bavdhan,2,1231,3,1,3,1,1,1,1,0,1,Fully-Furnished,5.8,3.8,193.79
Kondhwa,1,505,5,11,11,1,0,1,1,0,1,Unfurnished,2.8,4,41.3
Warje,2,870,25,10,15,1,0,0,1,0,1,Semi-Furnished,4.3,2.2,69.75
Warje,3,1325,21,2,14,1,1,0,1,1,1,Unfurnished,1.3,5.4,108.77
Hinjewadi,1,516,1,4,6,1,1,0,0,1,1,Unfurnished,2.8,2.1,50.04
Kothrud,1,404,20,9,19,1,0,1,1,1,1,Semi-Furnished,0.6,4.4,38.29
Aundh,2,1299,9,10,20,1,0,0,1,1,1,Semi-Furnished,4.2,2,275.58
Baner,3,1550,10,1,10,0,0,0,1,0,1,Fully-Furnished,9.3,1.7,211.26
Wagholi,4,1426,22,7,12,1,0,1,1,1,1,Unfurnished,0.7,3,88.29
Wagholi,1,644,0,1,13,1,1,0,1,0,1,Fully-Furnished,2.8,1.8,42.68
Undri,2,1058,25,4,16,1,0,0,1,1,1,Unfurnished,1.7,5.4,61.5
Wagholi,3,1284,14,11,18,1,0,0,1,0,1,Unfurnished,1.3,2,80.82
Kothrud,2,1281,12,4,4,0,1,0,1,0,1,Fully-Furnished,1.4,1.1,177.31
Pimpri,2,1366,14,5,17,0,0,0,1,0,1,Semi-Furnished,10.4,5.5,81.93
Wakad,2,1379,25,11,11,1,1,1,1,1,1,Unfurnished,8.4,9.8,123.51
Hadapsar,2,832,7,1,19,1,1,0,0,0,1,Fully-Furnished,1.4,4.5,79.04
Pashan,3,1404,12,2,4,1,0,1,1,1,1,Fully-Furnished,0.7,7.4,214.23
Kharadi,2,907,9,4,4,1,0,0,1,0,0,Semi-Furnished,3.8,3.8,122.08
Viman Nagar,3,1787,6,13,20,1,1,0,0,1,1,Semi-Furnished,6.9,4.4,334.11
Kondhwa,3,1619,19,4,4,1,1,1,1,1,1,Semi-Furnished,1.2,3.5,137.31
Kharadi,1,641,10,13,14,0,0,1,1,1,1,Semi-Furnished,2.1,2.2,83.01
Hinjewadi,2,798,18,3,16,2,0,1,1,0,1,Unfurnished,1.1,7.8,68.3
Viman Nagar,3,1340,23,7,13,1,1,0,1,0,1,Unfurnished,2,21.1,131.42
Pimpri,1,527,2,1,3,1,1,0,0,0,1,Fully-Furnished,0.8,5.5,40.43
Pashan,3,1105,5,2,4,0,1,0,0,0,1,Unfurnished,2.2,1.3,160.76
Undri,2,1152,3,4,18,1,0,0,1,1,1,Unfurnished,1,1.5,150.19
Pimpri,3,1151,12,8,20,0,0,0,1,1,1,Unfurnished,1.4,2,86.42
Kharadi,1,528,5,1,16,0,1,0,1,0,1,Fully-Furnished,1.2,4.4,57.46
Kalyani Nagar,2,1142,0,4,5,1,1,0,1,1,1,Semi-Furnished,1,9.2,295.9
Viman Nagar,2,945,24,3,4,1,1,0,0,0,1,Unfurnished,2,1.9,116.52
Pimpri,2,871,7,4,6,0,0,0,1,1,1,Unfurnished,2.9,3.7,58.87
Aundh,4,1628,1,13,15,2,0,0,1,1,1,Fully-Furnished,1,10.8,486.51
Wagholi,2,1160,22,10,10,0,1,0,1,0,1,Fully-Furnished,3,4.2,56.5
Pisoli,1,775,12,6,10,1,0,1,1,0,1,Fully-Furnished,0.8,6.5,42.56
Bavdhan,2,1065,20,3,13,1,0,1,1,0,1,Semi-Furnished,2.2,3.6,101.37
Mundhwa,3,1404,18,1,14,1,0,1,1,1,1,Semi-Furnished,0.9,4.2,119.47
Undri,4,1604,24,1,16,0,1,1,1,1,1,Fully-Furnished,2.5,25.2,115.92
Kharadi,2,1132,5,2,8,2,1,1,1,0,1,Unfurnished,2.1,8.3,161.18
Pimpri,2,936,1,3,10,1,0,0,1,0,1,Unfurnished,6.1,3.1,64.71
Kothrud,1,730,4,11,14,1,0,1,0,1,1,Unfurnished,3.1,3.2,107.71
Hadapsar,2,724,25,2,4,1,1,1,1,0,1,Semi-Furnished,0.8,25.7,49.84
Aundh,1,563,5,4,12,1,0,0,0,1,1,Unfurnished,3.7,3,98.79
Wagholi,4,1434,7,2,6,1,1,1,0,1,1,Unfurnished,1.8,3.6,108.83
Hadapsar,3,1419,12,10,13,1,0,0,0,1,1,Semi-Furnished,9.1,1.2,162.14
Baner,2,1400,9,5,14,0,1,0,1,1,1,Semi-Furnished,8.1,1.3,205.52
Pisoli,1,712,14,10,13,2,0,0,1,0,1,Unfurnished,1.3,11.4,33.5
Undri,2,1029,23,3,15,2,1,0,1,1,1,Semi-Furnished,2.2,1.2,83.8
Warje,2,991,3,6,7,0,1,0,1,0,1,Unfurnished,0.6,6.9,124.35
Pisoli,1,493,23,9,20,1,0,0,0,0,1,Unfurnished,1.2,1.3,18.61
Aundh,3,1782,11,2,3,0,0,1,0,1,0,Semi-Furnished,2.6,9.5,344.84
Kalyani Nagar,2,1048,14,15,18,1,0,1,0,1,1,Unfurnished,0.5,6.9,223.52
Hinjewadi,1,756,2,18,19,0,1,1,1,1,1,Semi-Furnished,3.6,3.2,78.5
Wakad,2,958,23,2,3,1,1,0,1,0,1,Fully-Furnished,1.9,2.2,105.76
Aundh,3,1120,18,14,20,1,0,1,0,0,1,Semi-Furnished,0.6,2.9,232.02
Chinchwad,4,1947,8,3,4,1,1,0,1,0,1,Unfurnished,4.4,7,211.87
Hadapsar,3,1274,22,5,18,1,0,1,1,0,1,Semi-Furnished,1.5,9.9,101.28
Kharadi,2,999,6,12,13,1,1,0,1,0,1,Fully-Furnished,0.5,1.8,164.05
Koregaon Park,3,1557,17,6,8,1,1,1,0,1,1,Unfurnished,0.7,15.4,294.67
Kharadi,2,1107,6,3,11,1,0,1,1,0,1,Unfurnished,5,8,132.36
Chinchwad,2,1241,5,1,3,1,1,0,1,0,0,Unfurnished,3.5,6,112.74
Pimpri,3,1458,10,3,4,1,0,0,1,0,1,Semi-Furnished,4.5,8.5,112.73
Kalyani Nagar,3,1338,2,4,10,1,0,1,0,0,1,Semi-Furnished,0.8,4.3,364.99
Baner,3,1658,7,14,15,0,0,1,1,0,1,Semi-Furnished,2.3,5.2,293.24
Kalyani Nagar,2,916,8,2,15,2,1,1,0,1,1,Fully-Furnished,3.4,9.8,215.84
Warje,2,1047,22,12,19,0,1,0,0,0,1,Unfurnished,3.2,1.9,76.48
Bavdhan,3,1127,7,2,6,2,1,1,0,1,1,Semi-Furnished,1.1,6.5,162.57
Pimpri,2,1241,2,10,16,0,0,0,1,1,1,Unfurnished,0.8,12.2,101.68
Viman Nagar,2,764,14,13,18,1,1,0,1,0,1,Fully-Furnished,2.4,3.5,117.99
Viman Nagar,3,1553,19,3,12,1,0,0,1,0,1,Unfurnished,5.1,14.4,179.8
Hadapsar,1,646,17,1,17,2,1,0,1,0,1,Unfurnished,1.5,9.7,39.98
Kharadi,1,601,5,9,12,0,0,1,0,0,1,Unfurnished,1.7,2.9,71.64
Kothrud,2,1145,10,9,9,1,1,0,1,0,1,Unfurnished,3.3,10.6,154.46
Wagholi,2,1021,7,14,15,1,1,0,1,0,1,Unfurnished,2.3,1.1,62.71
Bavdhan,3,1791,8,1,5,2,0,0,1,0,1,Fully-Furnished,3.2,7.7,252.97
Undri,3,1258,8,2,8,1,0,0,1,0,1,Semi-Furnished,0.9,5.5,128.91
Pisoli,3,1323,15,3,20,0,1,0,1,1,1,Semi-Furnished,2.2,5,68.82
Chinchwad,1,721,16,9,19,0,1,0,1,1,1,Semi-Furnished,3.6,3,47.26
Kothrud,3,1546,8,15,16,0,1,1,1,1,1,Fully-Furnished,3.5,5,287.76
Baner,2,1084,9,5,5,1,1,1,0,0,1,Semi-Furnished,5.6,5.4,169.49
Pisoli,3,1244,0,10,19,1,1,1,1,0,1,Unfurnished,1.7,4.2,86.2
Aundh,2,1021,24,2,16,1,0,1,1,1,1,Semi-Furnished,1,20,104.68
Aundh,1,605,12,15,18,1,0,0,1,1,1,Unfurnished,4.4,3.9,100.64
Hinjewadi,1,454,5,14,16,1,1,0,1,0,1,Unfurnished,1.6,5.3,54.8
